INMUEBLE;PROVINCIA;MUNICIPIO;AFECTACIÓN;SUBTIPO;ESTADO INMUEBLE;ADSCRIPCIÓN;CERTIFICADO ENERGÉTICO (S/N);INSCRITO REGISTRO PROPIEDAD (S/N);LICENCIA APERTURA (S/N);FECHA ALTA;FECHA BAJA;FECHA BIC;SUPERFICIE CONSTRUIDA;CALIFICACIÓN SUELO CASTELLANO;CALIFICACIÓN SUELO VALENCIANO;CLASIFICACIÓN SUELO CASTELLANO;CLASIFICACIÓN SUELO VALENCIANO;DERECHO TERCERO CASTELLANO;DERECHO TERCERO VALENCIANO;NATURALEZA CASTELLANO;NATURALEZA VALENCIANO;NIVEL CASTELLANO;NIVEL VALENCIANO;SITUACIÓN ARRENDAMIENTO CASTELLANO;SITUACIÓN ARRENDAMIENTO VALENCIANO;USO PORMENOR CASTELLANO;USO PORMENOR VALENCIANO
Centro Salud Valencia - Benimaclet 2 - Alfahuir;Valencia/València;València;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2009/12/29 00:00:00.000000000;;;1300,0;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Sanitario Integrado  En Partida Sanadorlí;Castellón/Castelló;Benicarló;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;S;2007/10/17 00:00:00.000000000;;;2451,05;Sanitario Asistencial;Sanitario Asistencial;Suelo Urbanizable;Suelo Urbanizable;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sanitario;Sanitario
Centro Sanitario Integrado (C. Salud De Villena);Alicante/Alacant;Villena;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;1999/05/27 00:00:00.000000000;;;3090,8;Dotacional Publico;Dotacional Publico;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sanitario;Sanitario
Centro Sanitario Integrado Alzira Ii (Antes Centro De Especialidades De Alzira Antiguo Ambulatorio Santos Patronos);Valencia/València;Alzira;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;N;N;1988/01/01 00:00:00.000000000;;;3356,81;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Sanitario Integrado Burriana Ii;Castellón/Castelló;Borriana/Burriana;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2008/05/02 00:00:00.000000000;;;2214,78;Dotacional Publico;Dotacional Publico;Suelo Urbanizable;Suelo Urbanizable;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Centro Sanitario Integrado De Almassora Pio Xii;Castellón/Castelló;Almassora;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2009/11/27 00:00:00.000000000;;;1897,64;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Sanitario Integrado De Paiporta;Valencia/València;Paiporta;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2007/02/12 00:00:00.000000000;;;2667,55;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Centro Sanitario Integrado Gran Via    Personas Con Discapacidad, Ceem  Y Cris;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Sanitario;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;N;S;1988/01/01 00:00:00.000000000;;;13034,76;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sanitario;Sanitario
Centro Sanitario Integrado Onda Ii;Castellón/Castelló;Onda;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2011/04/11 00:00:00.000000000;;;2146,95;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Servef De Empleo;Alicante/Alacant;Novelda;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;N;N;2005/02/16 00:00:00.000000000;;;251,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial;Residencial
Centro Servef De Empleo;Alicante/Alacant;Orihuela;Trabajo, Empleo Y Formación;Local;Inventariado;Servei Valencià D'Ocupació I Formació;N;N;S;1999/01/01 00:00:00.000000000;;;769,48;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Servef De Empleo;Valencia/València;Ontinyent;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;2007/06/25 00:00:00.000000000;;;1251,42;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Servef De Empleo De Vinaroz;Castellón/Castelló;Vinaròs;Trabajo, Empleo Y Formación;Local;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;2015/06/18 00:00:00.000000000;;;302,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Servef De Formación De Elda (Antes I.F.P. Ocupacional De Elda - Servef);Alicante/Alacant;Elda;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;S;1989/01/26 00:00:00.000000000;;;3090,19;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Centro Servef De Formación De Orihuela (Antes Centro De Formación Ocupacional);Alicante/Alacant;Orihuela;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;S;1991/03/12 00:00:00.000000000;;;2143,43;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Centro Servef De Formación- Elche;Alicante/Alacant;Elx/Elche;Trabajo, Empleo Y Formación;Complejo;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;1992/11/13 00:00:00.000000000;;;3318,22;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Servef De Ocupación;Valencia/València;Alaquàs;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;S;2004/12/15 00:00:00.000000000;;;679,06;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Administrativo-Institucional;Administrativo-Institucional
Centro Servef En Sueca;Valencia/València;Sueca;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;2001/11/22 00:00:00.000000000;;;613,18;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Centro Servef Integral Fase I Empleo De Catarroja;Valencia/València;Catarroja;Trabajo, Empleo Y Formación;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;2004/03/09 00:00:00.000000000;;;775,42;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Centro Social  Residencia Juvenil Maestrat;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Cultural;Complejo;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;3861,84;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Centro Social : Centro De La Tercera Edad Y Centro Juvenil  Antiguo Hogar Del Pensionista;Alicante/Alacant;Benimeli;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;225,52;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Centro Social Asistencial De Alcoy;Alicante/Alacant;Alcoi/Alcoy;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1986/09/15 00:00:00.000000000;;;139,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Unitario Bloque Exento;Residencial Unitario Bloque Exento
Centro Social Baladre;Valencia/València;Sagunt/Sagunto;Asistencial Social;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1987/11/27 00:00:00.000000000;;;710,54;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Centro Social Barrio Del Cristo, Aulas De Formación;Valencia/València;Aldaia;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;S;1982/01/01 00:00:00.000000000;;;222,27;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Centro Social De Alicante  (Bacarot)        Antigua Casilla De Peón Caminero;Alicante/Alacant;Alacant/Alicante;Asistencial Social;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;1984/07/01 00:00:00.000000000;;;111,2;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Centro Social De Burjassot;Valencia/València;Burjassot;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1984/07/18 00:00:00.000000000;;;284,55;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Centro Social De Callosa;Alicante/Alacant;Callosa de Segura;Asistencial Social;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1991/05/29 00:00:00.000000000;;;925,89;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Centro Social De Carcaixent + Oficina De Empleo Servef En Planta Baja;Valencia/València;Carcaixent;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;1268,34;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Cultural;Cultural
Centro Social De Carcaixent + Oficina De Empleo Servef En Planta Baja;Valencia/València;Carcaixent;Cultural;Edificio;Inventariado;Servei Valencià D'Ocupació I Formació;N;S;N;1983/01/01 00:00:00.000000000;;;1268,34;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Cultural;Cultural
Centro Social De La Vall D'Uixó Ocupado Por Cc.Oo.;Castellón/Castelló;Vall d'Uixó, la;Asistencial Social;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1982/01/01 00:00:00.000000000;;;310,15;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Centro Social De Masia De Cortichelles;Valencia/València;Turís;Cultural;Complejo;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;244,82;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Social De Petrel;Alicante/Alacant;Petrer;Asistencial Social;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1995/02/23 00:00:00.000000000;;;944,35;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Social Del Ayuntamiento, L'Ateneu Cultural Y Dependencias De Ccoo (Antes Referencia A Ugt);Alicante/Alacant;Petrer;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;1983/01/01 00:00:00.000000000;;;668,94;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Centro Social Municipal De Camporrobles   Antiguas Escuelas De Camporrobles;Valencia/València;Camporrobles;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;1992/01/21 00:00:00.000000000;;;3201,35;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Centro Social Polivalente;Valencia/València;Benaguasil;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;2007/02/12 00:00:00.000000000;;;0,0;Dotacional Publico - Red Secundaria;Dotacional Publico - Red Secundaria;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Social Y Consultorio De S. Isidro De Benageber Antiguo Hogar Rural Femenino;Valencia/València;Moncada;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;137,7;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Unitario Bloque Exento;Residencial Unitario Bloque Exento
Centro Social: Comedor Social;Alicante/Alacant;Elx/Elche;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;N;N;1989/09/26 00:00:00.000000000;;;170,0;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Centro Sociocultural Municipal Reina Sofia      Antiguo Casino De Albatera;Alicante/Alacant;Albatera;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;S;1986/06/17 00:00:00.000000000;;;1311,79;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Centro Superior De Investigacion De Salud Publica (Fisabio);Valencia/València;València;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2008/09/19 00:00:00.000000000;;;19325,39;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Centro Tecnificacion Deportiva Vila Real;Castellón/Castelló;Vila-real;Deportivo;Complejo;Inventariado;Presidencia;N;S;N;2012/08/16 00:00:00.000000000;;;19369,76;Sistema Local De Servicios Publicos;Sistema Local De Servicios Publicos;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Tecnologico De Hortofruticultura (Ctf) (Uso Terceros: Fundacion: Agroalimed);Valencia/València;Carlet;Agrario - Agricultura;Edificio;Inventariado;Conselleria De Agricultura Agua Ganaderia Y Pesca;N;N;N;2007/05/09 00:00:00.000000000;;;1823,19;Industrial;Industrial;Suelo Industrial;Suelo Industrial;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Centro Tecnologico Investigacion De La Ceramica (Antes: Aceite Y Almendra);Castellón/Castelló;Almassora;Industrial;Edificio;Inventariado;Instituto Valenciano De Competitividad Empresarial;N;S;N;2009/10/27 00:00:00.000000000;;;1680,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Concesion;Concesion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Administrativo-Institucional;Administrativo-Institucional
Centros De Salud Guillem De Castro;Valencia/València;València;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2004/07/19 00:00:00.000000000;;;2832,06;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico Sanitario;Sistema Local Servicio Publico Sanitario
Centros De Salud La Florida Y Babel, Centro De Especialidades Babel ( Parcela Ii-11 Del Polígono Babel);Alicante/Alacant;Alacant/Alicante;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;1996/02/06 00:00:00.000000000;;;6134,22;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sanitario;Sanitario
Centros De Salud Serreria  I Y Ii;Valencia/València;València;Sanitario;Edificio;Inventariado;Conselleria De Sanidad;N;S;N;2004/05/05 00:00:00.000000000;;;11358,38;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Cesion Parcela 13.358,50 M2 Para I.E.S. Nº2 Alfas Del Pi;Alicante/Alacant;Alfàs del Pi, l';Docente;Suelo Urbano;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;2009/07/10 00:00:00.000000000;;;0,0;Equipamiento Comunitario Publico;Equipamiento Comunitario Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Cesión Uso Sede Torrent;Valencia/València;Torrent;Administrativo;Local;Inventariado;Agencia Valenciana De Seguridad Ferroviária;N;N;N;2022/12/21 00:00:00.000000000;;;451,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Charca Del Sur De Levante (Paraje Natural El Hondo O Fondo);Alicante/Alacant;Elx/Elche;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1994/07/20 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
